                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.50561,                0.50615,                0.87519,                0.69736,                0.59686,                0.65284,                0.57849,                      0,                    inf,                      0,               0.002872,               0.002872,               0.002872
                     74,                0.50975,                0.50352,                0.88616,                0.67843,                0.58443,                0.68274,                0.59477,                      0,                    inf,                      0,               0.002773,               0.002773,               0.002773
                     75,                0.50028,                0.49471,                0.87234,                0.69947,                0.61625,                0.66201,                0.57651,                      0,                    inf,                      0,               0.002674,               0.002674,               0.002674
                     76,                 0.4926,                0.49823,                0.87062,                0.65783,                0.61481,                0.64727,                0.57253,                      0,                    inf,                      0,               0.002575,               0.002575,               0.002575
                     77,                0.49697,                0.49229,                0.87765,                0.61631,                0.62674,                 0.6571,                0.58133,                      0,                    inf,                      0,               0.002476,               0.002476,               0.002476
                     78,                0.48724,                0.47084,                0.86989,                0.71569,                0.58354,                0.64475,                0.57583,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                     79,                0.49267,                 0.4709,                 0.8713,                0.67331,                0.61174,                0.66655,                 0.5866,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                     80,                0.48334,                0.46533,                0.87094,                0.69922,                0.61528,                0.65396,                0.57842,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                     81,                0.48084,                0.47001,                0.86376,                 0.6729,                0.64071,                0.65037,                0.57559,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
                     82,                0.48225,                0.46463,                 0.8702,                0.59425,                0.67577,                0.67552,                0.60097,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                     83,                0.47127,                0.45721,                0.87347,                0.62219,                0.68171,                0.65147,                0.58063,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                     84,                0.46159,                0.44809,                0.86156,                0.74326,                0.63311,                0.67918,                 0.6049,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                     85,                 0.4816,                0.45865,                0.87387,                0.67107,                0.67866,                 0.6874,                 0.6131,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                     86,                0.48381,                0.44658,                0.86775,                0.62176,                0.64585,                0.67147,                0.59579,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                     87,                0.48086,                0.45903,                0.87084,                0.59665,                0.67793,                0.64807,                0.57717,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                     88,                0.45977,                0.45087,                0.86244,                0.59085,                0.68945,                0.67629,                0.60108,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                     89,                0.45765,                0.43344,                0.86522,                0.69349,                0.64163,                  0.685,                0.61198,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                     90,                0.45954,                0.44406,                0.84583,                0.66825,                0.60741,                0.66609,                0.59311,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                     91,                0.44728,                 0.4164,                0.84051,                 0.6181,                0.68084,                0.67289,                0.59704,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                     92,                 0.4524,                0.40072,                0.83316,                0.68062,                0.63593,                0.68929,                0.60684,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                     93,                0.44134,                0.38814,                0.82788,                0.66952,                0.65758,                0.67727,                0.59579,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                     94,                0.42849,                0.39003,                0.83241,                0.66075,                0.66572,                 0.6962,                0.60941,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                     95,                0.42035,                0.38206,                0.83092,                0.70511,                0.61664,                0.68006,                0.60249,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                     96,                0.43336,                0.37963,                0.83331,                0.71701,                0.62918,                0.68995,                0.60362,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                     97,                 0.4299,                0.37618,                0.83586,                 0.7052,                 0.6305,                0.68135,                0.60945,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                     98,                0.41079,                0.36837,                 0.8281,                0.72115,                0.63186,                0.68298,                0.60726,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                     99,                0.41199,                0.37096,                0.82843,                0.66633,                0.67047,                0.68251,                0.60715,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
